event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE34079,"31 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)","Refugees/IDPs (Palestine)",8,"Civilians (Palestine)",,7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Mukhayyam Shuafat",31.8114,35.2458,1,"Palestine News and Information Agency",National,"On 31 May 2023, Israeli military forces severely beat a 15-year-old teen during their arrest operations in Al Quds - Mukhayyam Shuafat refugee camp (Al Quds, West Bank). He was injured and taken to a hospital.",0,,1685996362
PSE34092,"31 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Madama,32.1859,35.2311,1,"PLO Negotiations Affairs Department",Other,"On 31 May 2023, Palestinian rioters clashed with soldiers who raided Madama village (Nablus, West Bank). Soldiers fired stun grenades, and tear gas canisters.",0,"crowd size=no report",1685996362
PSE34094,"31 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Tuqu,31.6365,35.2145,1,"PLO Negotiations Affairs Department",Other,"On 31 May 2023, Palestinian rioters threw stones at Israeli military forces who raided Tuqu village (Bethlehem, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34095,"31 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Ummar",31.6233,35.1045,1,"PLO Negotiations Affairs Department",Other,"On 31 May 2023, Palestinian rioters threw stones at Israeli military forces who raided Bayt Ummar village (Hebron, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34109,"31 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Palestine)",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Jenin,,"Mevo Dotan",32.4167,35.1667,1,"Long War Journal; Newpress; Twitter","New media-National","On 31 May 2023, an unidentified Palestinian militant(s) opened fire toward the Israeli settlement of Mevo Dotan (Jenin, West Bank). There were no casualties.",0,,1685996362
PSE34111,"31 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Palestine)",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Jenin,,Shaked,32.4735,35.1688,1,"Newpress; Twitter","New media-National","On 31 May 2023, an unidentified Palestinian militant(s) opened fire toward the Israeli settlement of Shaked (Jenin, West Bank). There were no casualties.",0,,1685996362
PSE34174,"31 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)","Settlers (Israel)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Bethlehem,,"Gush Etzion",31.6692,35.2373,2,"Arutz Sheva",Regional,"On 31 May 2023, Palestinian rioters threw stones at passing settlers' vehicles near Gush Etzion (Bethlehem, West Bank). As a result, one person was injured.",0,"crowd size=no report",1686605213
PSE33995,"31 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Al Aqsa Martyrs Brigade",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,"Karme Zur",31.6,35.1,1,"Long War Journal",International,"On 31 May 2023, Palestinian militants affiliated with Al Aqsa Martyrs Brigade (Fatah) opened fire toward the Israeli settlement of Karme Zur (Hebron, West Bank). There were no casualties.",0,,1689612219
PSE34110,"31 May 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,Junayd,32.2268,35.2193,1,"Long War Journal",International,"On 31 May 2023, militants from Al Aqsa Martyrs Brigade opened fire toward Israeli military forces positioned at military post of Junayd (Nablus, West Bank). There were no casualties.",0,,1689612219
ISR14953,"30 May 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Israel (2022-)",,1,"Civilians (Israel)","Bedouin Ethnic Group (Israel)",7,17,,376,"Middle East",Israel,HaDarom,"Beer Sheva","Beer Sheva","Al Araqeeb",31.3339,34.8022,1,"Arab 48",Regional,"Property destruction: On 30 May 2023, Israeli authorities [coded as police forces] demolished several dwellings and tents recently built in the unrecognized Bedouin village of Al Araqeeb (Beer Sheva, HaDarom). Israeli authorities have thwarted attempts of local Bedouins to rebuild dwellings in the village since its demolition in 2010, as the government does not recognize their claim to the land and demands them to move to alternate lots in nearby towns.",0,,1685996361
ISR14999,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)",,5,,,0,50,,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,1,"Arutz Sheva; News 0404",National,"On 30 May 2023, rioters threw stones at the residence of Otzma Yehudit MK Yitzhak Wasserlauf in Tel Aviv city. No injuries or material damages were reported.",0,"crowd size=no report",1685996361
PSE34007,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)","Rioters (Palestine)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Burqah,32.3018,35.1926,1,"Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 30 May 2023, Israeli settlers threw stones at Palestinian houses and parked cars in Burqah village (Nablus, West Bank), causing material damage. Palestinian residents 'resisted' the settlers, presumably by clashing with them. Settlers raided the village twice during the same day.",0,"crowd size=no report",1685996362
PSE34008,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Rioters (Palestine)","Civilians (Palestine)",5,55,,275,"Middle East",Palestine,"West Bank",Salfit,,Yasuf,32.1084,35.2378,1,"Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 30 May 2023, Palestinian rioters clashed with Israeli settlers near the entrance of Yasuf village (Salfit, West Bank) after settlers threw stones at passing vehicles in the area.",0,"crowd size=no report",1685996362
PSE34019,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Turmus Ayya",32.0354,35.2856,2,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near Turmus Ayya village (Ramallah and Al Bireh, West Bank).",0,"crowd size=no report",1685996362
PSE34020,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Qalqilya,,Jit,32.2143,35.1708,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near the junction of Jit village (Qalqilya, West Bank).",0,"crowd size=no report",1685996362
PSE34021,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Yitzhar,32.1667,35.2333,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Israeli settlers threw stones at passing Palestinian vehicles near the entrance of Yitzhar settlement (Nablus, West Bank).",0,"crowd size=no report",1685996362
PSE34038,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Nablus,,Homesh,32.3,35.1833,2,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 30 May 2023, Israeli settlers attacked [presumably by stone-throwing] passing Palestinian vehicles near Homesh settlement (Nablus, West Bank), damaging several vehicles. Israeli forces provided protection to the settlers.",0,"crowd size=no report",1685996362
PSE34040,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Jenin,,Yabad,32.4457,35.1682,1,"Ma'an News Agency; Palestine News and Information Agency",National,"On 30 May 2023, Israeli settlers, under the protection of soldiers, threw stones at Palestinian houses and parked cars in Yabad town (Jenin, West Bank), causing material damage.",0,"crowd size=no report",1685996362
PSE34041,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Rioters (Palestine)","Civilians (Palestine)",5,55,,275,"Middle East",Palestine,"West Bank",Nablus,,Jalud,32.0668,35.3166,1,"Dunia Al Watan; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 30 May 2023, Palestinian rioters clashed with Israeli settlers and soldiers who raided Jalud village (Nablus, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas at rioters. Also, settlers attack Palestinian houses [presumably by stone-throwing]. As a result, 3 Palestinians were injured with rubber bullets, and another 7 were hit by stones, and dozens of Palestinians suffered from tear gas inhalation including children.",0,"crowd size=no report",1685996362
PSE34071,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)","Students (Palestine)",5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Al Mughayyir",32.0192,35.3478,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 30 May 2023, Palestinian rioters including school students clashed with Israeli soldiers positioned at the entrance of Al Mughayyir (Ramallah and Al Bireh, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34072,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Tuqu,31.6365,35.2145,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 30 May 2023, Palestinian rioters clashed with Israeli military forces positioned at the entrance of Tuqu village (Bethlehem, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34073,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,"Al Khadir",31.6941,35.1669,1,"Arab 48; Ma'an News Agency; Palestine News and Information Agency",National,"On 30 May 2023, Palestinian rioters clashed with Israeli military forces positioned at the southern entrance of Al Khadir village (Bethlehem, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34080,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Mukhayyam al Arrub",31.623,35.1371,1,"Arab 48; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 30 May 2023, Palestinian rioters clashed with Israeli military forces positioned at the entrance of Mukhayyam al Arrub refugee camp (Hebron, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters. A Palestinian was injured by a bullet shrapnel.",0,"crowd size=no report",1685996362
PSE34084,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Al Quds",,"Al Quds - Abu Dis",31.7622,35.2617,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Palestinian rioters threw stones at Israeli military forces who raided Al Quds - Abu Dis (Al Quds, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34085,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Bethlehem,31.7049,35.2038,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Palestinian rioters threw stones at Israeli military forces positioned near the southern entrance of Bethlehem city (Bethlehem, West Bank). Soldiers fired stun grenades and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34086,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Ummar",31.6233,35.1045,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Palestinian rioters threw stones at Israeli soldiers positioned in Bayt Ummar village (Hebron, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas at rioters.",0,"crowd size=no report",1685996362
PSE34090,"30 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Hebron,,"Hebron - Bab az Zawiyah",31.5278,35.1014,1,"PLO Negotiations Affairs Department",Other,"On 30 May 2023, Palestinian rioters threw stones at Israeli soldiers positioned in Hebron - Bab az Zawiyah (Hebron, West Bank). Soldiers fired stun grenades and tear gas at rioters.",0,"crowd size=no report",1685996362
PSE34124,"30 May 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Settlers (Israel)",,3,"Civilians (Palestine)",,7,37,,275,"Middle East",Palestine,"West Bank",Salfit,,"Dayr Istiya",32.131,35.1396,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"Land seizure: On 30 May 2023, a group of Israeli settlers set up tents in Kherbat Shihadah in Dayr Istiya village (Salfit, West Bank) in an attempt to set up a new outpost.",0,,1685996362
PSE34023,"30 May 2023",2023,1,"Political violence",Battles,"Armed clash","Katibat Tulkarm - Quick Response","Katibat Tulkarm; Rioters (Palestine); Refugees/IDPs (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Tulkarm,,"Nur ash Shams",32.3167,35.0667,1,"Arutz Sheva; Long War Journal; Newpress; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 30 May 2023, Palestinian militants affiliated with Katibat Tulkarm - Quick Response (Fatah) and Katibat Tulkarm (PIJ) opened fire and threw explosive devices toward Israeli military forces who raided Nur ash Shams refugee camp (Tulkarm, West Bank). Also, rioters clashed with soldiers who fired live and tear gas canisters. Israeli vehicles caused damage to Palestinian equipment and structures. One soldier was lightly injured.",0,,1687819906
PSE34054,"30 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Katibat Tulkarm - Quick Response",,3,"Civilians (Israel)","Settlers (Israel)",7,37,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Tulkarm,,Hermesh,32.4167,35.1167,2,"Al Ghad (Jordan); AP; Arab 48; Arutz Sheva; Dunia Al Watan; Haaretz; Israeli Defense Forces; Joe Truzman; Liveuamap; Long War Journal; Ma'an News Agency; Newpress; Quds News Network; Times of Israel; Twitter; Xinhua","Local partner-New media","On 30 May 2023, Palestinian militants affiliated with the Fatah's Katibat Tulkarm - Quick Response opened fire at a passing settlers' vehicle near Hermesh settlement (Tulkarm, West Bank), killing a settler.",1,,1687819906
PSE34016,"30 May 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade","Rioters (Palestine); Refugees/IDPs (Palestine); Katibat Nablus",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"Al Ghad (Jordan); Arab 48; Dunia Al Watan; Long War Journal; Newpress; Palestine News and Information Agency; PLO Negotiations Affairs Department; Press TV; Quds News Network; Twitter","Other-New media","On 30 May 2023, Palestinian militants affiliated with Al Aqsa Martyrs Brigade (Fatah) and Katibat Nablus (PIJ) opened fire toward Israeli soldiers who raided Mukhayyam Askar al Qadim (Nablus, West Bank). Also, Palestinian rioters clashed with soldiers who fired rubber and live bullets, stun grenades, and tear gas canisters. One person was injured with a rubber bullet and 45 Palestinians suffered from tear gas inhalation. There were no casualties among soldiers.",0,,1689612219
PSE33998,"29 May 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Jericho,,Jericho,31.8667,35.45,2,"Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department",Other-National,"Property destruction: On 29 May 2023, Israeli military forces demolished a Palestinian-owned house (150 m2) in Sama Jericho area, east of Jericho city (Jericho, West Bank) under the pretext of not having a building permit.",0,,1685996362
PSE34003,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Rioters (Palestine)",,5,55,,275,"Middle East",Palestine,"West Bank",Nablus,,Burqah,32.3018,35.1926,1,"Dunia Al Watan; Palestine News and Information Agency; PLO Negotiations Affairs Department",Other-National,"On 29 May 2023, Israeli settlers from Homesh settlement clashed with Palestinian residents in Burqah village (Nablus, West Bank) after the raided the village and set fire to Palestinian-owned palm trees",0,"crowd size=no report",1685996362
PSE34004,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Salfit,,"Kafr ad Dik",32.0671,35.0828,1,"Ma'an News Agency; PLO Negotiations Affairs Department",Other-National,"On 29 May 2023, armed Israeli settlers 'provoked' Palestinians and threw stones at passing Palestinian vehicles in Kafr ad Dik village (Salfit, West Bank), causing material damage to several cars.",0,"crowd size=no report",1685996362
PSE34009,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Al Quds",,Mukhamas,31.8718,35.2777,2,"PLO Negotiations Affairs Department",Other,"On 29 May 2023, Israeli settlers threw stones at passing Palestinian vehicles between Ramallah and Mukhamas village (Al Quds, West Bank).",0,"crowd size=no report",1685996362
PSE34010,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,"Civilians (Palestine)",,7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Al Bireh",31.9053,35.215,1,"PLO Negotiations Affairs Department",Other,"On 29 May 2023, Israeli settlers threw stones at passing Palestinian vehicles on the outskirts of Bayt El settlement / near the northern entrance of Al Bireh city (Ramallah and Al Bireh, West Bank).",0,"crowd size=no report",1685996362
PSE34025,"29 May 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Artas,31.6891,35.1861,1,"Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","Property destruction: On 29 May 2023, Israeli military forces demolished a Palestinian-owned house (200 m2) in Artas village (Bethlehem, West Bank) under the pretext of not having a building permit.",0,,1685996362
PSE34037,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel); Military Forces of Israel (2022-)",5,"Rioters (Palestine)","Civilians (Palestine); Farmers (Palestine)",5,55,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Dayr Dibwan",31.9111,35.2666,2,"Arab 48; Dunia Al Watan; Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 29 May 2023, Palestinian rioters clashed with Israeli settlers and soldiers in Al Shaikh area south of Dayr Dibwan village (Ramallah and Al Bireh, West Bank). Soldiers fired rubber bullets and tear gas canisters, injuring 4 Palestinians. Clashes erupted when settlers vandalized Palestinian-owned crops and attacked houses and vehicles [presumably by stone-throwing].",0,"crowd size=no report",1685996362
PSE34043,"29 May 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)","Refugees/IDPs (Palestine); Rioters (Palestine)",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Nablus,,"Mukhayyam Askar al Qadim",32.2205,35.2982,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 29 May 2023, unidentified Palestinian militants opened fire toward Israeli soldiers who raided Mukhayyam Askar al Qadim (Nablus, West Bank). Also, Palestinian rioters clashed with soldiers who fired stun grenades and tear gas canisters. 15 Palestinians suffered from tear gas inhalation. There were no casualties among soldiers. Also, 3 Palestinians were arrested.",0,,1685996362
PSE34064,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,Sabastiyah,32.2756,35.1987,1,"Palestine News and Information Agency",National,"On 29 May 2023, Palestinian rioters clashed with Israeli military forces who raided Sabastiyah village (Nablus, West Bank). Soldiers fired rubber bullets and tear gas canisters.",0,"crowd size=no report",1685996362
PSE34065,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Bethlehem,,Artas,31.6891,35.1861,1,"Palestine News and Information Agency",National,"On 29 May 2023, Palestinian rioters clashed with Israeli military forces who raided Artas village (Bethlehem, West Bank) to demolish a house. Soldiers fired stun grenades and tear gas canisters. Several rioters suffered from tear gas inhalation.",0,"crowd size=no report",1685996362
PSE34069,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank",Nablus,,"Bayt Furik",32.1769,35.3354,1,"PLO Negotiations Affairs Department; Quds News Network; Twitter","Other-New media","On 29 May 2023, Palestinian rioters clashed with Israeli military forces positioned in Al Qunaytira area in Bayt Furik village (Nablus, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas canisters.",0,"crowd size=no report",1685996362
PSE34070,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)","Settlers (Israel); Women (Israel)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Givat Asaf",31.9114,35.2489,2,"Ma'an News Agency; Quds News Network; Twitter","New media-National","On 29 May 2023, Palestinian rioters threw stones at passing settlers' vehicles near Givat Asaf settlement (Ramallah and Al Bireh, West Bank), injuring a woman.",0,"crowd size=no report",1685996362
PSE34074,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Military Forces of Israel (2022-)",,8,58,,275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,Baytunya,31.8966,35.1705,1,"PLO Negotiations Affairs Department",Other,"On 29 May 2023, Palestinian rioters clashed with Israeli military forces who raided Baytunya town (Ramallah and Al Bireh, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas canisters at rioters.",0,"crowd size=no report",1685996362
PSE34078,"29 May 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,8,"Civilians (Palestine)",,7,78,"Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,Siir,31.585,35.1437,1,"Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Times of Israel; Twitter","Other-New media","On 29 May 2023, Israeli military forces physically assaulted 5 Palestinians in Siir village (Hebron, West Bank), they were injured and one person was taken to a hospital for treatment.",0,,1685996362
PSE34083,"29 May 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Settlers (Israel)","Jewish Group (Israel)",3,"Civilians (Palestine)",,7,37,,275,"Middle East",Palestine,"West Bank",Nablus,,Homesh,32.3,35.1833,1,"Al-Ittihad; Palestine News and Information Agency; PCHR: Palestinian Centre for Human Rights; PLO Negotiations Affairs Department",Other-National,"Land seizure: On 29 May 2023, Israeli settlers built a religious school in Homesh settlement (Nablus, West Bank), which was evacuated in 2005.",0,,1685996362
PSE34087,"29 May 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Palestine)",,3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Hebron,,"Kiryat Arba",31.5283,35.1189,2,"Arutz Sheva; Jerusalem Post; Joe Truzman; Long War Journal; Ma'an News Agency; Newpress; Quds News Network; Times of Israel; Twitter","New media-National","On 29 May 2023, an unidentified Palestinian militant(s) opened fire toward a passing Israeli military vehicle near Kiryat Arba settlement (Hebron, West Bank) causing damage to a military ambulance. There were no casualties.",0,,1685996362
PSE34173,"29 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Palestine)",,5,"Civilians (Israel)","Settlers (Israel); Women (Israel)",7,57,"Civilian targeting",275,"Middle East",Palestine,"West Bank","Ramallah and Al Bireh",,"Dayr Dibwan",31.9111,35.2666,2,Walla!News,Regional,"On 29 May 2023, Palestinian rioters threw stones at passing settlers' vehicles near Dayr Dibwan (Ramallah and Al Bireh, West Bank). As a result, a woman was lightly injured and several cars were damaged.",0,"crowd size=no report",1686605213
PSE34013,"29 May 2023",2023,1,"Political violence",Battles,"Armed clash","Al Aqsa Martyrs Brigade","Katibat Jenin",3,"Military Forces of Israel (2022-)",,8,38,,275,"Middle East",Palestine,"West Bank",Jenin,,Jenin,32.4594,35.3009,1,"Al-Ittihad; Al Ghad (Jordan); Arab 48; Arutz Sheva; Dunia Al Watan; Joe Truzman; Liveuamap; Long War Journal; Ma'an News Agency; Newpress; Palestine News and Information Agency; Palestinian News Network; PLO Negotiations Affairs Department; Quds News Network; Times of Israel; Twitter","Local partner-New media","On 29 May 2023, Palestinian militants affiliated with the Al Aqsa Martyrs Brigade (Fatah) and the Katibat Jenin (PIJ) exchanged fire and threw explosive devices at Israeli military forces who raided Jenin city (Jenin, West Bank). A militant affiliated with Al Aqsa Martyrs Brigade was killed who was also an officer with the Palestinian General Intelligence Service. Also, 8 persons were injured and another 6 were arrested. Several military vehicles were damaged but there were no casualties among soldiers.",1,,1689612219
PSE34001,"28 May 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Settlers (Israel)",5,,,0,50,,275,"Middle East",Palestine,"West Bank",Hebron,,Yuta,31.4459,35.0944,2,"Ma'an News Agency; PLO Negotiations Affairs Department",Other-National,"On 28 May 2023, Israeli settlers from Mitzpe Yair cut and vandalized 420 trees (350 olive and 70 grape vines) belonging to Palestinians in Mosafer Yuta, east of Yuta town (Hebron, West Bank).",0,"crowd size=no report",1685996362
